Feedback,Ratings,clean_text,dominant_topic,theme_label,predicted_rating,residual,dominant_contributor_topic,dominant_contributor_theme,most_positive_theme,most_negative_theme,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,contrib_1,contrib_2,contrib_3,contrib_4,contrib_5,topic_present_1,topic_present_2,topic_present_3,topic_present_4,topic_present_5,review_theme_for_action,theme_risk_score,theme_priority_rank,effort_estimate,recommendation,kpi_pack,quick_wins,high_effort_fixes,kpi_urgency_score
Dr Sujith MS has been very helpful during every visit at NH hospital Thank you doctor and NH hospital.,5.0,sujith helpful every visit hospital thank doctor hospital,1,Clinical Care & Treatment Quality,3.900640803369485,1.0993591966305152,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.7816225995161888,0.02989160157455074,0.029253518363477487,0.13045500772744992,0.028777272818332925,-0.017635751056445857,0.00039793791221471285,-0.00015115961518970844,0.0026331917524571717,-0.00024604633707570793,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.2
Dr Ramesh Patil examined me carefully and satisfied by all means as an expert neurologist He impressed deeply with his cool behaviour.,5.0,ramesh patil examined carefully satisfied mean expert neurologist impressed deeply cool behaviour,1,Clinical Care & Treatment Quality,3.593577998713504,1.4064220012864959,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.8844267247133355,0.029429918350653707,0.028572310734737198,0.02886280974481876,0.02870823645645492,-0.01995532057845661,0.00039179166214631364,-0.00014763965968400648,0.0005825863943190377,-0.00024545607461156315,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.2
"Worst hospital don't go here Never recommending this hospital to anyone Instead go to Apollo or some other hospital that have more sense that you shouldn't keep the patient waiting.,Negative,2
Service is excellent but charges are extremely high compared to Apollo 24/7 for lab reports,Positive ,5
This place is open just for minting money. It is so obvious in their behaviour. They manipulate test results in their favour so you can get admitted where no admission is required at all. This has happened to my uncle and a neighbor. ,Negative,2
Doctors and staff are very supportive and helpful. This is my first visit to HSR LAY OUT HOSPITAL. I am amazed.,Negative,1
First don't admit your loved one here. Chutiya hospital, can't diagnose or find anything even after 3 days of icu admission with lots of repetitive tests. Can't cure even dengue despite admitted on very first day of fever. ",2.0,worst hospital never recommending hospital anyone instead apollo hospital sense keep patient waiting negative service excellent charge extremely high compared apollo lab report positive place open minting money obvious behaviour manipulate test result favour get admitted admission required happened uncle neighbor negative doctor staff supportive helpful first visit hsr lay hospital amazed negative first admit loved one chutiya hospital diagnose find anything even day icu admission lot repetitive test cure even dengue despite admitted first day fever,1,Clinical Care & Treatment Quality,2.822360662821466,-0.8223606628214659,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.7942789774135359,0.005011485530332314,0.1906273562779115,0.005002990775128487,0.005079190003091662,-0.017921316916506808,6.67164013965905e-05,-0.0009850151172098253,0.00010098373589621619,-4.342719004200113e-05,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],4.0
Wonderful experience had a consultation with the doctor and was advised very well Umair assisted a lot he was very helpful and very patient friendly.,5.0,wonderful experience consultation doctor advised well umair assisted lot helpful patient friendly,1,Clinical Care & Treatment Quality,4.11033980677024,0.8896601932297603,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.9090309406542776,0.022515210858806683,0.022556684358179365,0.022448694335672183,0.023448469793064287,-0.020510465513546867,0.00029973823851096957,-0.00011655554334260898,0.00045311956825468743,-0.0002004849500171669,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.2
Found excellent service by Rajeshwari from billling and MOD Soojanya I would extend my thanks for wonderful support and help.,5.0,found excellent service rajeshwari billling mod soojanya would extend thanks wonderful support help,2,Overall Service & Facility Cleanliness,4.063040204132426,0.9369597958675744,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.3323591045715011,0.5806357186002409,0.028923076454825003,0.029155847432456663,0.028926252940976522,-0.007499018622535169,0.007729828896615154,-0.00014945214632617427,0.0005885012644009846,-0.0002473201205125524,1,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
With the excellent support guidance and supervision of Dr Manjula Gynaecologist in Narayana Multi-speciality Hospital HSR layout surgery for my wife went on well and smooth.,5.0,excellent support guidance supervision manjula gynaecologist narayana multi speciality hospital hsr layout surgery wife went well smooth,3,Emergency Service Failures,4.029220022363325,0.970779977636675,3,Emergency Service Failures,Overall Service & Facility Cleanliness,Emergency Service Failures,0.018525221432287117,0.13753997528878195,0.8066879641853733,0.018571482148362257,0.018675356945195617,-0.0004179845793194523,0.0018310283735040614,-0.004168341077108476,0.0003748593057166577,-0.0001596747266134079,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.0
Worst hospital please never go to this hospital in emergency ward they are just money looters and they just want all patients to go to ICU .,1.0,worst hospital please never hospital emergency ward money looter want patient icu,4,Consultation & Positive Patient Experience,2.1276544041157446,-1.1276544041157446,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.02050336572211587,0.020128151294141777,0.020294884773685403,0.49106374468941283,0.4480098535206441,-0.00046261744980035144,0.0002679600316080766,-0.00010486830796188306,0.0099119614108521,-0.0038304944366498402,0,0,0,1,1,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],5.0
Very good service and good doctors Only challenge is with Parking With patient of u r alone it is a big challenge Also the location is such you hardly get a proper parking.,3.0,good service good doctor challenge parking patient alone big challenge also location hardly get proper parking,2,Overall Service & Facility Cleanliness,3.540017837146451,-0.540017837146451,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.020473582443738925,0.9188688638604042,0.020192468969007567,0.020387929003863034,0.02007715572298633,-0.0004619454496772412,0.012232625152980283,-0.00010433910209228161,0.0004115236926344393,-0.0001716601380445037,0,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],3.0
Good service from erasree Peacefull hospital Patient will be recover fast.,5.0,good service erasree peacefull hospital patient recover fast,4,Consultation & Positive Patient Experience,4.307247807881288,0.6927521921187116,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.02913165683959606,0.02959871322353761,0.028845559420978363,0.8835575107648977,0.02886655975099032,-0.000657297586076621,0.00039403877758241516,-0.0001490515980959985,0.017834319975117113,-0.0002468097423805735,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
examined me carefully and satisfied by all means as an expert neurologist! He impressed deeply with his cool behaviour.,1.0,examined carefully satisfied mean expert neurologist impressed deeply cool behaviour,1,Clinical Care & Treatment Quality,3.5709418971125535,-2.5709418971125535,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.8844267247133355,0.029429918350653707,0.028572310734737198,0.02886280974481876,0.02870823645645492,-0.01995532057845661,0.00039179166214631364,-0.00014763965968400648,0.0005825863943190377,-0.00024545607461156315,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],4.6
The Hospital offers great patient care but the roads are very very Narrow and highly impossible to get parking available here or in the vicinity.,3.0,hospital offer great patient care road narrow highly impossible get parking available vicinity,5,Wait Time & Operational Efficiency,3.3413342370171843,-0.34133423701718435,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.34934907322780673,0.0253700054780333,0.025257922495024034,0.02536766142660619,0.5746553373725298,-0.007882363292795331,0.0003377432616859083,-0.00013051345815572027,0.0005120379662789284,-0.004913316203870461,1,0,0,0,1,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],3.4
Very good experience The doctor has addressed my health issue very patiently and I had quick recovery. ,5.0,good experience doctor addressed health issue patiently quick recovery,3,Emergency Service Failures,4.137905510513455,0.8620944894865454,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Wait Time & Operational Efficiency,0.025348151983611334,0.275963573338506,0.41669622229240183,0.025503921373830025,0.2564881310116509,-0.0005719303643479986,0.003673820151381011,-0.00215316461528141,0.0005147883288404765,-0.0021929793534364132,0,0,1,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
This is a second time we visited here this time we have done a surgery from here Doctors and nurses are very professional and helpful.Hospital promises clean and services very good Hope a good future ahead Thank you.,5.0,second time visited time done surgery doctor nurse professional helpful hospital promise clean service good hope good future ahead thank,1,Clinical Care & Treatment Quality,4.135088541182898,0.8649114588171019,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.5591376410008762,0.012012190251344014,0.05955684006378638,0.35725213412949447,0.012041194554498999,-0.012615822839671628,0.00015991468030991933,-0.0003077438041502911,0.007211017725765434,-0.00010295248729278541,1,0,0,1,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.2
Emergency is a joke here They have been asking us to just wait and wait The concerned patient has very high fever with dengue Multiple payments .,2.0,emergency joke asking wait wait concerned patient high fever dengue multiple payment,1,Clinical Care & Treatment Quality,2.5847818662891386,-0.5847818662891386,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.5059385785763939,0.025214176820928955,0.41763111117701396,0.02593361106039318,0.025282522365270014,-0.011415492370804395,0.00033566876158538103,-0.002157995399814307,0.000523461474919605,-0.0002161661412212207,1,0,1,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],4.0
I really wish and hope that someone from the upper management reads this You guys have everything available yet the hospital will never achieve any greatness And it'll be on you.,3.0,really wish hope someone upper management read guy everything available yet hospital never achieve greatness,1,Clinical Care & Treatment Quality,3.172778555039758,-0.1727785550397578,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.8615103838994536,0.03506289630962889,0.03529875015805778,0.03399994733117511,0.03412802230168454,-0.01943825917060012,0.0004667818055468105,-0.00018239670949225922,0.0006862778398164186,-0.0002917953668499848,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],3.4
Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.,3.0,prompt service good housekeeping disciplined nursing expert doctor well managed facility,2,Overall Service & Facility Cleanliness,3.740382663944902,-0.740382663944902,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.02013595070342045,0.9186938122223507,0.02017209285586585,0.02087841566472212,0.020119728553640658,-0.0004543274645720295,0.012230294743109035,-0.0001042338140587776,0.00042142400579652753,-0.0001720241367148283,0,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],3.0
Fantastic medical care+ highest degree of professionalism awesome peace of mind for the patient n family Keep up the good work.,5.0,fantastic medical care highest degree professionalism awesome peace mind patient family keep good work,2,Overall Service & Facility Cleanliness,4.199189469957525,0.800810530042475,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Wait Time & Operational Efficiency,0.025312300134949325,0.5463366132412643,0.025457224640064297,0.026179313757279277,0.3767145482264429,-0.000571121439070879,0.00727321521054876,-0.00013154329788906262,0.0005284209036626445,-0.00322091795492162,0,1,0,0,1,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
A very well managed medical superspeciality with hassle free assistance to patients and their family A must recommended to citizens.,4.0,well managed medical superspeciality hassle free assistance patient family must recommended citizen,5,Wait Time & Operational Efficiency,3.7136553386883517,0.28634466131164826,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.028812121778691406,0.028964150617691278,0.028700093926320686,0.028874177288010842,0.8846494563892857,-0.0006500879163569776,0.00038559103623572846,-0.00014829994463939113,0.0005828158444681774,-0.007563772971632458,0,0,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.0
Recently i had a fracture in my right hand. I went to Narayana hospital Hsr to get diagnosed by one of the best doctor .,5.0,recently fracture right hand went narayana hospital hsr get diagnosed one best doctor,3,Emergency Service Failures,3.9321189723850387,1.0678810276149613,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.020302744541181115,0.02021739088872386,0.919198565887964,0.020200282376681734,0.020081016305449294,-0.00045809083400673756,0.0002691480515228448,-0.004749709070073014,0.00040773610670977693,-0.00017169314611236293,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.0
Worst worst Gives good suggestion And the staff were good at patients Eerashi and Arun sisters were helpful to the patients  I was forced by them to post good opinion but it was worst ,3.0,worst worst give good suggestion staff good patient eerashi arun sister helpful patient forced post good opinion worst,4,Consultation & Positive Patient Experience,3.532048128025476,-0.5320481280254761,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.13441343844321976,0.01571870305454364,0.015558646967367877,0.8185704955636299,0.015738715971238854,-0.0030327704706757724,0.00020925837180880923,-8.039508476341373e-05,0.0165225782840484,-0.00013456637949831258,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.8
Hears your issues and addresses them Staff are absolutely dears Soft-spoken and helpful Billing needs improvement.,5.0,hears issue address staff absolutely dear soft spoken helpful billing need improvement,1,Clinical Care & Treatment Quality,3.7329198597537294,1.2670801402462706,1,Clinical Care & Treatment Quality,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.7752702106222603,0.033605783744762766,0.034748328332894235,0.03369416251316807,0.1226815147869147,-0.017492422103039956,0.00044738370369273265,-0.00017955255412434922,0.0006801056730684393,-0.0010489297415629223,1,0,0,0,0,Clinical Care & Treatment Quality,0.005357950627230814,2,High Effort,Standardize clinical pathways; introduce peer review + checklist adherence; increase follow-up quality checks.,"[{""kpi"": ""Clinical complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Follow-up completion rate (%)"", ""target"": ""> 80%""}, {""kpi"": ""Readmission rate (if available)"", ""target"": ""Decrease MoM""}]",[],[],2.2
Last l was visiting the hospital very experienced Doctor is there specially Dr.Guddu and Miss Anu Thanks.,5.0,last visiting hospital experienced doctor specially guddu miss anu thanks,3,Emergency Service Failures,3.794077700851518,1.2059222991484821,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.02921652839579787,0.030635731970023592,0.8819498935972633,0.02949404142819556,0.02870380460871968,-0.0006592125430365076,0.00040784429663012956,-0.004557236667272418,0.000595327599823621,-0.0002454181822126338,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.0
One of best hospital in Bangalore Doctors and staffs are very polite with the patient and understanding the problem and giving best treatment Also the maintenance of hospital with clean neat and tidy.,5.0,one best hospital bangalore doctor staff polite patient understanding problem giving best treatment also maintenance hospital clean neat tidy,4,Consultation & Positive Patient Experience,4.068364844533271,0.9316351554667293,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.2641317973133934,0.01354069260169293,0.2864375154254546,0.3421275254245856,0.0937624692348736,-0.005959605858881185,0.000180263172932375,-0.0014800881066553836,0.006905732435498053,-0.0008016712443896847,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],2.6
I have an excellent experience with with the service the provided and also Dr Sujit is a very good doctor.,4.0,excellent experience service provided also sujit good doctor,4,Consultation & Positive Patient Experience,3.797796802208025,0.20220319779197515,4,Consultation & Positive Patient Experience,Consultation & Positive Patient Experience,Clinical Care & Treatment Quality,0.028984504036585614,0.029312092110355067,0.029231380892816933,0.8817347122902475,0.030737310669994956,-0.0006539773773176152,0.0003902230768046547,-0.00015104522581935151,0.01779752738283987,-0.0002628047052843852,0,0,0,1,0,Consultation & Positive Patient Experience,0.006083226390717464,1,Quick Win,Improve communication scripts and consultation transparency; provide discharge instructions and next-steps summary.,"[{""kpi"": ""Communication complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Patient satisfaction (post-visit survey)"", ""target"": ""> 4.2/5""}, {""kpi"": ""Instruction clarity score (%)"", ""target"": ""> 90%""}]",[],[],3.2
THEY LET THE EMMERGENCY PATIENT TO DIE I took my 65yr mom as she keep complaining about chest pain i told them we are here for EMMERGENCY showing mom feeling breathless.,1.0,let emmergency patient die took mom keep complaining chest pain told emmergency showing mom feeling breathless,5,Wait Time & Operational Efficiency,2.9385587888155573,-1.9385587888155573,5,Wait Time & Operational Efficiency,Overall Service & Facility Cleanliness,Wait Time & Operational Efficiency,0.04080589746261664,0.3245830580123527,0.04007892793519646,0.04037448595230514,0.554157630637529,-0.0009207034823852449,0.004321076745371545,-0.00020709698056231265,0.0008149458213319137,-0.004738060345108679,0,1,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],3.8
We had a great experience at the hospital Dr Amarnath Reddy Sir is a genious personality and a very caring doctor.,4.0,great experience hospital amarnath reddy sir genious personality caring doctor,5,Wait Time & Operational Efficiency,3.9606260795226875,0.039373920477312474,5,Wait Time & Operational Efficiency,Consultation & Positive Patient Experience,Wait Time & Operational Efficiency,0.029308917109059873,0.0300117139027035,0.029461528504040636,0.029423013886436037,0.88179482659776,-0.0006612971096144477,0.00039953693155722446,-0.00015223445112610433,0.0005938939320755095,-0.0075393658219923216,0,0,0,0,1,Wait Time & Operational Efficiency,0.00080939824976496,4,High Effort,Optimize appointment scheduling and triage workflow; add capacity buffers during peak hours.,"[{""kpi"": ""Avg waiting time (minutes)"", ""target"": ""< 15""}, {""kpi"": ""On-time appointment rate (%)"", ""target"": ""> 85%""}, {""kpi"": ""Patients leaving without being seen (%)"", ""target"": ""< 2%""}]",[],[],2.0
Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.,4.0,prompt service good housekeeping disciplined nursing expert doctor well managed facility,2,Overall Service & Facility Cleanliness,3.740382663944902,0.25961733605509796,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Clinical Care & Treatment Quality,0.02013595070342045,0.9186938122223507,0.02017209285586585,0.02087841566472212,0.020119728553640658,-0.0004543274645720295,0.012230294743109035,-0.0001042338140587776,0.00042142400579652753,-0.0001720241367148283,0,1,0,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],2.4000000000000004
Dr Saji M J  have been consulting him from past 4 years one of the finest doctor to be known and also a good human being.,5.0,saji consulting past year one finest doctor known also good human,2,Overall Service & Facility Cleanliness,4.0372404444484395,0.9627595555515605,2,Overall Service & Facility Cleanliness,Overall Service & Facility Cleanliness,Emergency Service Failures,0.04052229581502387,0.5227749900771381,0.3554552740301843,0.04093955661760336,0.040307883460050584,-0.000914304578285952,0.006959546399363186,-0.0018367186391718474,0.0008263515882805264,-0.0003446333203020483,0,1,1,0,0,Overall Service & Facility Cleanliness,0.0018635202856314432,3,Quick Win,Strengthen housekeeping SLA and hourly rounding; implement rapid-response cleaning for high-traffic areas.,"[{""kpi"": ""Cleanliness complaints per 100 visits"", ""target"": ""< 2""}, {""kpi"": ""Room turnaround time (minutes)"", ""target"": ""< 30""}, {""kpi"": ""Hygiene audit score (%)"", ""target"": ""> 95%""}]",[],[],1.8000000000000003
The session with Dr Jagadeesh as very insightful He patiently answered all my queries and made me understand the intricacies involved with my kidney issue I strongly recommend him for any Urology related issues.,4.0,session jagadeesh insightful patiently answered query made understand intricacy involved kidney issue strongly recommend urology related issue,3,Emergency Service Failures,3.6018030434869064,0.3981969565130936,3,Emergency Service Failures,Consultation & Positive Patient Experience,Emergency Service Failures,0.02281716436139346,0.022223349568478427,0.9104119842184499,0.022222857157611683,0.02232464469406662,-0.0005148236895154016,0.0002958527768290368,-0.0047043067944392255,0.00044856111852534074,-0.00019087621986168236,0,0,1,0,0,Emergency Service Failures,0.00034844655663559827,5,High Effort,Improve ER staffing and triage; standardize escalation protocols; implement real-time queue visibility.,"[{""kpi"": ""Door-to-provider time (minutes)"", ""target"": ""< 20""}, {""kpi"": ""ER complaint rate per 100 visits"", ""target"": ""< 3""}, {""kpi"": ""Escalations resolved within SLA (%)"", ""target"": ""> 90%""}]",[],[],1.6
